IssuerDesc,SecurityCode,SecurityDesc,HoldingDirection,CustodianCode,CurrencyCode,Quantity,PriceLocal,PriceBook,UnderlierPriceBook,MktValLocal,MktValBook,AvgCostLocal,AvgCostBook,CostLocal,CostBook,DtdPnlTotal,MtdPnlTotal,YtdPnlTotal,NetExposure,BbergCode,BloombergMarketSectorCode,Cusip,Sedol,Isin,AccrualStartDate,FrequencyCode,Coupon,IssuedDate,Maturity,Strike,ContractSize,ExcerciseType,PutCall,Expiration,ExchangeCode,SecurityTypeCode,SectorDesc,GeographyRegionDesc,GicsSectorDesc
RTEC,781268AA5,RTEC 3 3/4 07/15/16,L,GSCO-US,USD,2704000,117.06,117.06,11.67,3165302.4,3165302.4,112.201,0,3033918,3033918,50236.7776,-8304.8,-183520.592,3165302.4,EI7562867,Corp,781268AA5,B6WFC53,US781268AA59,7/25/2011,NOT SPECIFIED,3.75,7/25/2011,7/15/2016,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Information Technology,North America,Information Technology
UAL,_CDS Exp:20130920 (UAUA CDS USD SUB 9/2013),_CDS Exp:20130920 (UAUA CDS USD SUB 9/2013),L,JPMI,USD,2782000,101.51339,101.51339,0,42102.5098,42102.5098,-0.2501,0,-6960,-6960,-5640.0902,5661.295,44723.132,2824102.51,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Industrials,North America,
Utilities Select Sector SPDR Fund,XLU,UTILITIES SELECT SECTOR SPDR,S,JPM,USD,21682.72785,41.43,41.43,0,898315.4147,898315.4147,38.93,0,-6312355,-6312355,-179.6829602,-1420.424244,-8948.927555,898315.4147,XLU US,Equity,81369Y886,2371812,US81369Y8865,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Utilities,North America,
Utilities Select Sector SPDR Fund,XLU,UTILITIES SELECT SECTOR SPDR,S,CSFB,USD,-11708.71209,41.43,41.43,0,-485091.942,-485091.942,38.2619,0,-11563786,-11563786,-896.1377168,-3037.467955,-4428.232431,-485091.942,XLU US,Equity,81369Y886,2371812,US81369Y8865,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Utilities,North America,
Utilities Select Sector SPDR Fund,XLU,UTILITIES SELECT SECTOR SPDR,S,JPM,USD,-183828.7278,41.43,41.43,0,-7616024.195,-7616024.195,38.93,0,-6312355,-6312355,-20431.37304,-390898.3135,-615870.9095,-7616024.195,XLU US,Equity,81369Y886,2371812,US81369Y8865,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Utilities,North America,
Utilities Select Sector SPDR Fund,XLU,UTILITIES SELECT SECTOR SPDR,S,CSFB,USD,-290518.2879,41.43,41.43,0,-12036172.67,-12036172.67,38.2619,0,-11563786,-11563786,-32348.83228,-815201.2323,-2563272.111,-12036172.67,XLU US,Equity,81369Y886,2371812,US81369Y8865,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Utilities,North America,
Utilities Select Sector SPDR Fund,XLU,UTILITIES SELECT SECTOR SPDR,S,GSCO-US,USD,-4382.294168,41.43,41.43,0,-181558.4474,-181558.4474,39.2398,0,-4438698,-4438698,-335.4039221,-1308.510778,-1308.510778,-181558.4474,XLU US,Equity,81369Y886,2371812,US81369Y8865,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Utilities,North America,
Utilities Select Sector SPDR Fund,XLU,UTILITIES SELECT SECTOR SPDR,S,GSCO-US,USD,-108734.7058,41.43,41.43,0,-4504878.863,-4504878.863,39.2398,0,-4438698,-4438698,-12107.46608,-244625.9965,-244625.9965,-4504878.863,XLU US,Equity,81369Y886,2371812,US81369Y8865,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Utilities,North America,
Utilities Select Sector SPDR Fund,XLU,UTILITIES SELECT SECTOR SPDR,S,MSCO,USD,-2214.903404,41.43,41.43,0,-91763.44803,-91763.44803,40.2801,0,-2302894,-2302894,-169.5205654,-4864.269536,-4864.269536,-91763.44803,XLU US,Equity,81369Y886,2371812,US81369Y8865,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Utilities,North America,
Utilities Select Sector SPDR Fund,XLU,UTILITIES SELECT SECTOR SPDR,S,MSCO,USD,-54957.0966,41.43,41.43,0,-2276872.512,-2276872.512,40.2801,0,-2302894,-2302894,-6119.399435,-59584.90819,-59584.90819,-2276872.512,XLU US,Equity,81369Y886,2371812,US81369Y8865,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Utilities,North America,
Enterprise Mortgage Acceptance Co LLC,268617BJ5,EMAC 2000-1 A2,L,BONY,USD,1390000,78,78,0,233730.7518,233730.7518,75.625,0,226614,226614,3058.5481,4794.8627,10860.0174,233730.7518,EMAC 2000-1 A2,Mtge,268617BJ5,2545521,US268617BJ55,7/1/2013,NOT SPECIFIED,7.487261,2/1/2000,1/15/2027,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Consumer Discretionary,North America,
EnerSys Inc,29275YAA0,ENS 3 3/8 06/01/38,L,GSCO-US,USD,4603000,127.6,127.6,45.84,5873428,5873428,118.8152,0,5469066,5469066,55421.7395,53776.1819,471437.1492,5873428,EH3807201,Corp,29275YAA0,B39KS85,US29275YAA01,5/28/2008,NOT SPECIFIED,3.375,5/28/2008,6/1/2038,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Industrials,North America,Industrials
EnerSys Inc,ENS,ENERSYS,S,GSCO-US,USD,-80495,45.84,45.84,0,-3689890.8,-3689890.8,39.8827,0,-3210361,-3210361,-33002.95,-17431.6645,-521772.3147,-3689890.8,ENS UN,Equity,29275Y102,B020GQ5,US29275Y1029,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Industrials,North America,Industrials
CIT Group Inc,CIT,CIT GROUP INC,L,JPM,USD,213900,42.51,42.51,0,9092889,9092889,42.2167,0,9030152,9030152,57753,57612.154,1815735.188,9092889,CIT UN,Equity,125581801,B4Z73G0,US1255818015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Financials,North America,Financials
Griffon Corp,398433AD4,GFF 4 01/15/17,L,JPM,USD,2762000,102.69,102.69,10.3,2836297.8,2836297.8,102.862,0,2841048,2841048,10815.029,-196087.2504,9985.37,2836297.8,GFF 4 01/15/17 144A,Corp,398433AD4,B84HZQ3,US398433AD42,12/21/2009,NOT SPECIFIED,4,12/21/2009,1/15/2017,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Industrials,North America,Industrials
Griffon Corp,GFF,GRIFFON CORP,S,GSCO-US,USD,-121359,10.3,10.3,0,-1249997.7,-1249997.7,10.6744,0,-1295436,-1295436,-6067.95,209695.9906,164851.9089,-1249997.7,GFF UN,Equity,398433102,2463344,US3984331021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Industrials,North America,Industrials
Oriental Financial Group Inc,OFG,ORIENTAL FINANCIAL GROUP,S,GSCO-US,USD,-172005,16.07,16.07,0,-2764120.35,-2764120.35,11.6524,0,-2004282,-2004282,-12040.35,-96322.8,-503955.9861,-2764120.35,OFG UN,Equity,68618W100,2662453,PR68618W1001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Financials,North America,Financials
Oriental Financial Group Inc,67103X607,ORIENTAL FINANCIAL GROUP,L,GSCO-US,USD,2199,1566.25,1566.25,16.07,3444183.75,3444183.75,1156.4448,0,2543022,2543022,970.04487,85211.25,539256.433,3444183.75,OFG 8.75 P12/31/49 144A,Pfd,68618W407,B8N54F0,US68618W4078,7/3/2012,NOT SPECIFIED,8.75,7/3/2012,1/1/2099,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Financials,North America,Financials
JetBlue Airways G-1 Spare Parts Pass Through Trust,47714UAA9,JBLU 0 01/02/14,L,JPM,USD,2324000,98,98,0,2277520,2277520,99.7448,0,2318070,2318070,11824,17741,41513,2277520,EF8342786,Corp,47714UAA9,,US47714UAA97,11/14/2006,Quarterly,3.1481,11/14/2006,1/2/2014,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Industrials,North America,
JetBlue Airways G-1 Spare Parts Pass Through Trust,47714UAA9,JBLU 0 01/02/14,L,GSCO-US,USD,133000,98,98,0,130340,130340,96,0,127680,127680,677,1025,2437.5,130340,EF8342786,Corp,47714UAA9,,US47714UAA97,11/14/2006,Quarterly,3.1481,11/14/2006,1/2/2014,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Industrials,North America,
Enterprise Mortgage Acceptance Co LLC,268617AN7,EMAC 1999-1 A2,L,BONY,USD,1435000,59,59,0,78937.41275,78937.41275,56.7,0,75860,75860,1343.92225,6543.28575,8040.804025,78937.41275,EMAC 1999-1 A2,Mtge,268617AN7,,US268617AN76,7/1/2013,NOT SPECIFIED,1.644969,3/1/1999,10/15/2025,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Consumer Discretionary,North America,
Stillwater Mining Co,86074QAL6,SWC 1 3/4 10/15/32,L,GSCO-US,USD,4701000,116.87,116.87,12.44,5494058.7,5494058.7,122.1727,0,5743342,5743342,133680.0478,-6232.575,-235953.671,5494058.7,SWC 1.75 10/15/32 SWC,Corp,86074QAL6,B83HKY7,US86074QAL68,10/17/2012,SemiAnnual,1.75,10/17/2012,10/15/2032,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Materials,North America,Materials
Stillwater Mining Co,SWC,STILLWATER MINING CO,S,GSCO-US,USD,-312789,12.44,12.44,0,-3891095.16,-3891095.16,13.3941,0,-4189542,-4189542,-140755.05,76713.7883,334915.1662,-3891095.16,SWC UN,Equity,86074Q102,2810531,US86074Q1022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Materials,North America,Materials
Apple Inc,AAPL,APPLE INC,L,CSFB,USD,4777,442.78,442.78,0,2115160.06,2115160.06,416.9211,0,9720516,9720516,30040.6402,30040.6402,30040.6402,2115160.06,AAPL US,Equity,37833100,2046251,US0378331005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNGS,Stock,Information Technology,North America,Information Technology
Apple Inc,AAPL,APPLE INC,L,MSCO,USD,5704,442.78,442.78,0,2525617.12,2525617.12,408.0687,0,2327624,2327624,72212.64,197936.2152,183203.61,2525617.12,AAPL US,Equity,37833100,2046251,US0378331005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNGS,Stock,Information Technology,North America,Information Technology
Apple Inc,AAPL,APPLE INC,L,CSFB,USD,18538,442.78,442.78,0,8208255.64,8208255.64,416.9211,0,9720516,9720516,234691.08,572661.2082,572661.2082,8208255.64,AAPL US,Equity,37833100,2046251,US0378331005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNGS,Stock,Information Technology,North America,Information Technology
Group 1 Automotive Inc,398905AE9,GPI 2 1/4 06/15/36,L,GSCO-US,USD,2110000,116.77,116.77,60.48,2463847,2463847,117.2362,0,2473684,2473684,6693.678,55055.3709,14153.6194,2463847,GPI 2.25 06/15/36,Corp,398905AE9,B1G5997,US398905AE99,6/26/2006,SemiAnnual,2.25,9/1/2006,6/15/2036,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Consumer Discretionary,North America,Consumer Discretionary
Group 1 Automotive Inc,GPI,GROUP 1 AUTOMOTIVE INC,S,GSCO-US,USD,-20246,60.48,60.48,0,-1224478.08,-1224478.08,62.2268,0,-1259845,-1259845,-3441.82,-33471.1581,31031.2956,-1224478.08,GPI UN,Equity,398905109,2121352,US3989051095,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Consumer Discretionary,North America,Consumer Discretionary
Lockheed Martin Corp,LMT,LOCKHEED MARTIN CORP,S,PERS,USD,-48078,99.09,99.09,0,-4764049.02,-4764049.02,94.3394,0,-4535651,-4535651,-1442.34,-123560.46,-185724.7488,-4764049.02,LMT UN,Equity,539830109,2522096,US5398301094,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Industrials,North America,Industrials
Lockheed Martin Corp,LMT,LOCKHEED MARTIN CORP,S,JPM,USD,-104069,99.09,99.09,0,-10312197.21,-10312197.21,91.1927,0,-9490339,-9490339,-3122.07,9019.36,-371696.7513,-10312197.21,LMT UN,Equity,539830109,2522096,US5398301094,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Industrials,North America,Industrials
Lockheed Martin Corp,LMT,LOCKHEED MARTIN CORP,S,CSFB,USD,-2859,99.09,99.09,0,-283298.31,-283298.31,89.33,0,-255394,-255394,-85.77,-7347.63,-31283.33,-283298.31,LMT UN,Equity,539830109,2522096,US5398301094,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Industrials,North America,Industrials
Northrop Grumman Corp,NOC,NORTHROP GRUMMAN CORP,S,CSFB,USD,-16586,75.74,75.74,0,-1256223.64,-1256223.64,66.846,0,-1108709,-1108709,-12937.08,-92715.74,-157158.7337,-1256223.64,NOC UN,Equity,666807102,2648806,US6668071029,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Industrials,North America,Industrials
Northrop Grumman Corp,NOC,NORTHROP GRUMMAN CORP,S,JPM,USD,-99299,75.74,75.74,0,-7520906.26,-7520906.26,67.6274,0,-6715340,-6715340,-77453.22,-761275.5644,-1229708.041,-7520906.26,NOC UN,Equity,666807102,2648806,US6668071029,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Industrials,North America,Industrials
Northrop Grumman Corp,NOC,NORTHROP GRUMMAN CORP,S,PERS,USD,-13941,75.74,75.74,0,-1055891.34,-1055891.34,66.6532,0,-929212,-929212,-10873.98,-77930.19,-121426.56,-1055891.34,NOC UN,Equity,666807102,2648806,US6668071029,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Industrials,North America,Industrials
Northrop Grumman Corp,NOC,NORTHROP GRUMMAN CORP,S,GSCO-US,USD,-70728,75.74,75.74,0,-5356938.72,-5356938.72,65.8964,0,-4660721,-4660721,-55167.84,-395369.52,-737312.342,-5356938.72,NOC UN,Equity,666807102,2648806,US6668071029,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Industrials,North America,Industrials
313 Group Inc,00213MAC8,APXSEC 8 3/4 12/01/20,L,JPM,USD,641000,105.75,105.75,0,677857.5,677857.5,100,0,641000,641000,13631.5,319641.75,652449.5,677857.5,APXSEC 8.75 12/01/20 144A,Corp,00213MAC8,B7TV7K1,US00213MAC82,11/16/2012,SemiAnnual,8.75,11/16/2012,12/1/2020,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Information Technology,North America,
Photronics Inc,PLAB 06/22/13 P5,PLAB US 06/22/13 P5,S,GSCO-US,USD,-681,0.025,0.025,7.89,-1702.5,-1702.5,0.7,0,-47670,-47670,0,1686.3,19661.3,25038.5994,PLAB 06/22/13 P5,Equity,,,,NULL,NULL,NULL,NULL,NULL,5,100,American,P,6/22/2013,CHICAGO,Option,Information Technology,North America,Information Technology
JW Aluminum Co,46638LAA4,JWALUM 11 1/2 11/15/17,L,JPM,USD,9416000,103.02,103.02,0,9700363.2,9700363.2,98.999,0,9321751,9321751,-18648.8,125395.45,759234.45,9700363.2,JWALUM 11.5 11/15/17 144A,Corp,46638LAA4,B99H769,US46638LAA44,11/26/2012,SemiAnnual,11.5,11/26/2012,11/15/2017,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Materials,North America,
Photronics Inc,PLAB 06/22/13 C5,PLAB US 06/22/13 C5,S,GSCO-US,USD,-155,2.85,2.85,7.89,-44175,-44175,0.55,0,-8525,-8525,387.5,-17437.5,-25575,-122295,PLAB 06/22/13 C5,Equity,,,,NULL,NULL,NULL,NULL,NULL,5,100,American,C,6/22/2013,CHICAGO,Option,Information Technology,North America,Information Technology
NextEra Energy Capital Holdings Inc,302570AY2,NEE 7.3 09/01/67,L,JPM,USD,1026000,114.5,114.5,0,1174770,1174770,111.5,0,1143990,1143990,23293,29493,68524,1174770,EG8238321,Corp,302570AY2,B24FG84,US302570AY26,9/17/2007,SemiAnnual,7.3,9/17/2007,9/1/2067,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Utilities,North America,
iShares Silver Trust,SLV,ISHARES SILVER TRUST,L,PERS,USD,140967,23.46,23.46,0,3307085.82,3307085.82,30.81,0,4343193,4343193,-11277.36,-552778.07,-1040336.46,3307085.82,SLV US,Equity,46428Q109,B13YTD1,US46428Q1094,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Materials,North America,
E*TRADE Financial Corp,269246AZ7,ETFC 0 08/31/19,L,GSCO-US,USD,3972000,100.9,100.9,10.29,4007748,4007748,88.8635,0,3529661,3529661,-8602.9548,-142898.2608,300306.2152,4007748,ETFC 0 08/31/19 A,Corp,269246AZ7,B3M7QT0,US269246AZ79,8/19/2009,NOT SPECIFIED,0,8/19/2009,8/31/2019,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Financials,North America,Financials
E*TRADE Financial Corp,ETFC,E*TRADE FINANCIAL CORP,S,GSCO-US,USD,-315093,10.29,10.29,0,-3242306.97,-3242306.97,8.6203,0,-2716210,-2716210,6301.86,138136.06,-353104.6441,-3242306.97,ETFC US,Equity,269246401,2299011,US2692464017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNGS,Stock,Financials,North America,Financials
Tyco International Ltd,TYC 7 C30,TYC US 07/20/13 C30,L,GSCO-US,USD,5532,2.7,2.7,32.12,1493640,1493640,1.566,0,866311,866311,-16596,2766,575328,13292827.31,TYC 07/20/13 C30,Equity,,,,NULL,NULL,NULL,NULL,NULL,30,100,American,C,7/20/2013,NYSE AMEX,Option,Industrials,Developed Europe,Industrials
Sprint Nextel Corp,S.Old,SPRINT NEXTEL CORP,L,CSFB,USD,1824586,7.05,7.05,0,12863331.3,12863331.3,5.623,0,10259749,10259749,-176296.7999,2893504.128,4795359.918,12863331.3,S UN,Equity,852061100,2922447,US8520611000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Telecommunication Services,North America,Telecommunication Services
Sprint Nextel Corp,S.Old,SPRINT NEXTEL CORP,L,GSCO-US,USD,1852353,7.05,7.05,0,13059088.65,13059088.65,5.7109,0,10578669,10578669,-129664.71,2598909.261,3832219.015,13059088.65,S UN,Equity,852061100,2922447,US8520611000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Telecommunication Services,North America,Telecommunication Services
SPDR Gold Shares,GLD 6 C180,GLD US 06/22/13 C180,L,GSCO-US,USD,1383,0.015,0.015,156.08,2074.5,2074.5,3.4,0,470220,470220,0,-19362,-239950.5,153259.6344,GLD 06/22/13 C180,Equity,,,,NULL,NULL,NULL,NULL,NULL,180,100,American,C,6/22/2013,NYSE AMEX,Option,Materials,North America,
Dendreon Corp,24823QAC1,DNDN 2 7/8 01/15/16,L,JPM,USD,18137000,78.72,78.72,4.69,14277446.4,14277446.4,74.7027,0,13548834,13548834,41258.715,81727.207,861978.025,14277446.4,DNDN 2.875 01/15/16,Corp,24823QAC1,B44SNB9,US24823QAC15,1/20/2011,SemiAnnual,2.875,1/20/2011,1/15/2016,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Health Care,North America,
Cobalt International Energy Inc,CIE,COBALT INTERNATIONAL ENERGY,S,CSFB,USD,-128595,27.94,27.94,0,-3592944.3,-3592944.3,25.1781,0,-3237789,-3237789,79728.9,41388.9485,-399266.6898,-3592944.3,CIE UN,Equity,19075F106,B4XH005,US19075F1066,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Energy,North America,Energy
Cobalt International Energy Inc,19075FAA4,CIE 2 5/8 12/2019,L,CSFB,USD,6281000,112.22,112.22,27.94,7048538.2,7048538.2,100.245,0,6296392,6296392,-66945.2953,41713.0616,755906.0414,7048538.2,CIE 2.625 12/01/19,Corp,19075FAA4,B94XW12,US19075FAA49,12/17/2012,SemiAnnual,2.625,12/17/2012,12/1/2019,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Energy,North America,Energy
Motors Liquidation Co GUC Trust,MTLQU,MOTORS LIQUIDATION CO GUC TR,L,JPM,USD,1184656,30.55,30.55,0,36191240.8,36191240.8,26.2515,0,31099056,31099056,296443.6842,3788445.047,5068453.105,36191240.8,MTLQU UV,Equity,62010U101,B8GCDS4,US62010U1016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OOTC,Stock,Consumer Discretionary,North America,
CHS/Community Health Systems Inc,CYH,COMMUNITY HEALTH SYSTEMS INC,L,CSFB,USD,213954,45.57,45.57,0,9749883.78,9749883.78,42.2887,0,9047845,9047845,102697.92,699484.1979,699484.1979,9749883.78,CYH UN,Equity,203668108,2600248,US2036681086,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Health Care,North America,Health Care
Motors Liquidation Co GUC Trust,MTLQU,MOTORS LIQUIDATION CO GUC TR,L,CSFB,USD,328585,30.55,30.55,0,10038271.75,10038271.75,25.6635,0,8432645,8432645,82146.25,1188355.74,1601382.732,10038271.75,MTLQU UV,Equity,62010U101,B8GCDS4,US62010U1016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OOTC,Stock,Consumer Discretionary,North America,
Barnes Group Inc,B 06/22/13 P20,B US 06/22/13 P20,S,GSCO-US,USD,-85,0.05,0.05,27.77,-425,-425,0.7631,0,-6487,-6487,0,212.5,5973.1236,10433.189,B 06/22/13 P20,Equity,,,,NULL,NULL,NULL,NULL,NULL,20,100,American,P,6/22/2013,CHICAGO,Option,Industrials,North America,Industrials
Forest City Enterprises Inc,FCE.A,FOREST CITY ENTERPRISES INC CL A,S,GSCO-US,USD,-33067,18.67,18.67,0,-617360.89,-617360.89,17.1539,0,-567229,-567229,-3637.37,-26695.852,-51527.2125,-617360.89,FCE/A UN,Equity,345550107,2346456,US3455501078,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Financials,North America,Financials
Forest City Enterprises Inc,345550AP2,FCE 4 1/4 08/15/18,L,CSFB,USD,3686000,113.62,113.62,18.67,4188033.2,4188033.2,106.4271,0,3922905,3922905,2837.1662,105836.2036,319573.2652,4188033.2,FCE 4.25 08/15/18,Corp,345550AP2,,US345550AP20,7/19/2011,SemiAnnual,4.25,7/19/2011,8/15/2018,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Financials,North America,Financials
Forest City Enterprises Inc,FCE.A,FOREST CITY ENTERPRISES INC CL A,S,CSFB,USD,-80314,18.67,18.67,0,-1499462.38,-1499462.38,16.3402,0,-1312346,-1312346,-8834.54,-72282.6,-189065.36,-1499462.38,FCE/A UN,Equity,345550107,2346456,US3455501078,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Financials,North America,Financials
Forest City Enterprises Inc,345550AP2,FCE 4 1/4 08/15/18,L,GSCO-US,USD,1228000,113.62,113.62,18.67,1395253.6,1395253.6,108.1377,0,1327932,1327932,945.2876,35261.9528,83240.494,1395253.6,FCE 4.25 08/15/18,Corp,345550AP2,,US345550AP20,7/19/2011,SemiAnnual,4.25,7/19/2011,8/15/2018,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Financials,North America,Financials
Endo Health Solutions Inc,29264FAG1,ENDP 7 07/15/19,L,JPM,USD,2989000,109.78,109.78,0,3281324.2,3281324.2,107.5238,0,3213889,3213889,23895.2,96320.7693,142357.45,3281324.2,ENDP 7 07/15/19,Corp,29264FAG1,B5N94V7,US29264FAG19,6/8/2011,SemiAnnual,7,11/30/2011,7/15/2019,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Health Care,North America,Health Care
General Dynamics Corp,GD,GENERAL DYNAMICS CORP,S,GSCO-US,USD,-56920,73.96,73.96,0,-4209803.2,-4209803.2,67.6455,0,-3850386,-3850386,-38705.6,-336035.5312,-392830.8749,-4209803.2,GD US,Equity,369550108,2365161,US3695501086,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Industrials,North America,Industrials
General Dynamics Corp,GD,GENERAL DYNAMICS CORP,S,CSFB,USD,-28291,73.96,73.96,0,-2092402.36,-2092402.36,66.64,0,-1885312,-1885312,-19237.88,-113446.95,-223258.26,-2092402.36,GD US,Equity,369550108,2365161,US3695501086,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Industrials,North America,Industrials
General Dynamics Corp,GD,GENERAL DYNAMICS CORP,S,JPM,USD,-41979,73.96,73.96,0,-3104766.84,-3104766.84,68.1126,0,-2859301,-2859301,-28545.72,-220784.43,-565276.2416,-3104766.84,GD US,Equity,369550108,2365161,US3695501086,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Industrials,North America,Industrials
General Dynamics Corp,GD,GENERAL DYNAMICS CORP,S,MSCO,USD,-14258,73.96,73.96,0,-1054521.68,-1054521.68,68.0241,0,-969888,-969888,-9695.44,-93067.5322,-93067.5322,-1054521.68,GD US,Equity,369550108,2365161,US3695501086,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Industrials,North America,Industrials
Stewart Enterprises Inc,STEI,STEWART ENTERPRISES INC-CL A,S,GSCO-US,USD,-34959,8.91,8.91,0,-311484.69,-311484.69,8.1422,0,-284644,-284644,-2097.54,13859.9526,-29707.5617,-311484.69,STEI US,Equity,860370105,2846677,US8603701058,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNGS,Stock,Consumer Discretionary,North America,Consumer Discretionary
Stewart Enterprises Inc,860370AH8,STEI 3 1/8 07/15/14,L,GSCO-US,USD,1462000,104.03,104.03,8.91,1520918.6,1520918.6,101.5605,0,1484815,1484815,10658.0784,-6891.84,49731.6,1520918.6,STEI 3.125 07/15/14,Corp,860370AH8,B3D7547,US860370AH83,6/27/2007,SemiAnnual,3.125,10/9/2007,7/15/2014,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Consumer Discretionary,North America,Consumer Discretionary
Tyco International Ltd,TYC 7 P27,TYC US 07/20/13 P27,L,JPM,USD,2856,0.185,0.185,32.12,52836,52836,1.151,0,328726,328726,0,-28560,-284708.07,-802678.8,TYC 07/20/13 P27,Equity,,,,NULL,NULL,NULL,NULL,NULL,27,100,American,P,7/20/2013,NYSE AMEX,Option,Industrials,Developed Europe,Industrials
